x,y
1.540000000000000000e+02,1.016934737598228224e+02
1.550000000000000000e+02,9.562985680350008977e+01
1.560000000000000000e+02,8.992779156956065378e+01
1.570000000000000000e+02,8.456572002607408933e+01
1.580000000000000000e+02,7.952336956920208877e+01
1.590000000000000000e+02,7.478167637773358933e+01
1.600000000000000000e+02,7.032271333771387845e+01
1.610000000000000000e+02,6.612962226466952131e+01
1.620000000000000000e+02,6.218655016717875839e+01
1.630000000000000000e+02,5.847858931081655953e+01
1.640000000000000000e+02,5.499172085587158421e+01
1.650000000000000000e+02,5.171276185574382112e+01
1.660000000000000000e+02,4.862931541563752802e+01
1.670000000000000000e+02,4.572972382311271389e+01
1.680000000000000000e+02,4.300302447329333688e+01
1.690000000000000000e+02,4.043890842209751924e+01
1.700000000000000000e+02,3.802768141078966124e+01
1.710000000000000000e+02,3.576022721449881203e+01
1.720000000000000000e+02,3.362797317613341619e+01
1.730000000000000000e+02,3.162285779538488129e+01
1.740000000000000000e+02,2.973730025028276103e+01
1.750000000000000000e+02,2.796417173607014561e+01
1.760000000000000000e+02,2.629676851303906204e+01
1.770000000000000000e+02,2.472878656142679787e+01
1.780000000000000000e+02,2.325429774754979917e+01
1.790000000000000000e+02,2.186772741106544160e+01
1.800000000000000000e+02,2.056383328862504811e+01
1.810000000000000000e+02,1.933768569423375894e+01
1.820000000000000000e+02,1.818464888138450064e+01
1.830000000000000000e+02,1.710036351650102660e+01
1.840000000000000000e+02,1.608073019742657550e+01
1.850000000000000000e+02,1.512189395464606889e+01
1.860000000000000000e+02,1.422022967664466009e+01
1.870000000000000000e+02,1.337232840429995839e+01
1.880000000000000000e+02,1.257498444249044312e+01
1.890000000000000000e+02,1.182518324019240374e+01
1.900000000000000000e+02,1.112008999324322822e+01
1.910000000000000000e+02,1.045703892668104196e+01
1.920000000000000000e+02,9.833523216139930412e+00
1.930000000000000000e+02,9.247185510196239022e+00
1.940000000000000000e+02,8.695809017833360244e+00
1.950000000000000000e+02,8.177309127328975080e+00
1.960000000000000000e+02,7.689725524878037177e+00
1.970000000000000000e+02,7.231214783153923520e+00
1.980000000000000000e+02,6.800043391787146341e+00
1.990000000000000000e+02,6.394581203411576986e+00
2.000000000000000000e+02,6.013295270499451561e+00
2.010000000000000000e+02,5.654744049683733564e+00
2.020000000000000000e+02,5.317571951656004714e+00
2.030000000000000000e+02,5.000504216034348026e+00
2.040000000000000000e+02,4.702342091824477599e+00
2.050000000000000000e+02,4.421958305252698729e+00
2.060000000000000000e+02,4.158292797835686727e+00
2.070000000000000000e+02,3.910348718573908755e+00
2.080000000000000000e+02,3.677188655116156557e+00
2.090000000000000000e+02,3.457931089646218314e+00
2.100000000000000000e+02,3.251747066092304905e+00
2.110000000000000000e+02,3.057857056058840506e+00
2.120000000000000000e+02,2.875528011631459435e+00
2.130000000000000000e+02,2.704070593912701881e+00
2.140000000000000000e+02,2.542836566810162235e+00
2.150000000000000000e+02,2.391216346223702161e+00
2.160000000000000000e+02,2.248636695365846094e+00
2.170000000000000000e+02,2.114558557501932778e+00
2.180000000000000000e+02,1.988475017916212506e+00
2.190000000000000000e+02,4.630275657976952743e+02
2.200000000000000000e+02,4.326144984586932196e+02
2.210000000000000000e+02,4.041990544434195272e+02
2.220000000000000000e+02,3.776500237394469082e+02
2.230000000000000000e+02,3.528448146094536924e+02
2.240000000000000000e+02,3.296688875165435775e+02
2.250000000000000000e+02,3.080152262310830906e+02
2.260000000000000000e+02,2.877838436768599877e+02
2.270000000000000000e+02,2.688813202347777747e+02
2.280000000000000000e+02,2.512203723721769109e+02
2.290000000000000000e+02,2.347194496059017013e+02
2.300000000000000000e+02,2.193023579380661943e+02
2.310000000000000000e+02,2.048979080257116721e+02
2.320000000000000000e+02,1.914395864597569528e+02
2.330000000000000000e+02,1.788652486353537654e+02
2.340000000000000000e+02,1.671168317954562781e+02
2.350000000000000000e+02,1.561400869225678036e+02
2.360000000000000000e+02,1.458843282406570836e+02
2.370000000000000000e+02,1.363021991705561220e+02
2.380000000000000000e+02,1.273494536581228829e+02
2.390000000000000000e+02,1.189847518654399039e+02
2.400000000000000000e+02,1.111694692816398202e+02
2.410000000000000000e+02,1.038675183719161055e+02
2.420000000000000000e+02,9.704518194117255803e+01
2.430000000000000000e+02,9.067095744285806802e+01
2.440000000000000000e+02,1.205696280335748440e+02
2.450000000000000000e+02,1.132580123254765141e+02
2.460000000000000000e+02,1.063897895774031070e+02
2.470000000000000000e+02,9.993807143459849840e+01
2.480000000000000000e+02,9.387760011312454367e+01
2.490000000000000000e+02,8.818464951834826593e+01
2.500000000000000000e+02,8.283693235982843817e+01
2.510000000000000000e+02,7.781351289896603873e+01
2.520000000000000000e+02,7.309472498783505046e+01
2.530000000000000000e+02,6.866209507832454051e+01
2.540000000000000000e+02,6.449826990018084416e+01
2.550000000000000000e+02,6.058694852481750104e+01
2.560000000000000000e+02,5.691281854892969960e+01
2.570000000000000000e+02,5.346149614807907113e+01
2.580000000000000000e+02,5.021946976556520070e+01
2.590000000000000000e+02,4.717404721613156227e+01
2.600000000000000000e+02,4.431330599742273080e+01
2.610000000000000000e+02,4.162604661466756539e+01
2.620000000000000000e+02,3.910174873585944511e+01
2.630000000000000000e+02,3.673053000578580907e+01
2.640000000000000000e+02,3.450310735766836956e+01
2.650000000000000000e+02,3.241076067095318791e+01
2.660000000000000000e+02,3.044529863297488603e+01
2.670000000000000000e+02,2.859902667084677930e+01
2.680000000000000000e+02,2.686471682803415462e+01
2.690000000000000000e+02,2.523557946768026383e+01
2.700000000000000000e+02,2.370523669190696481e+01
2.710000000000000000e+02,2.226769737302916141e+01
2.720000000000000000e+02,2.091733369893304584e+01
2.730000000000000000e+02,1.964885914079586726e+01
2.740000000000000000e+02,1.845730775689304082e+01
2.750000000000000000e+02,1.733801475146945137e+01
2.760000000000000000e+02,1.628659821256478324e+01
2.770000000000000000e+02,1.529894195729862183e+01
2.780000000000000000e+02,1.437117941745633409e+01
2.790000000000000000e+02,1.349967850228960131e+01
2.800000000000000000e+02,1.268102737927102552e+01
2.810000000000000000e+02,1.191202111713605660e+01
2.820000000000000000e+02,1.118964913892112811e+01
2.830000000000000000e+02,1.051108343587805471e+01
2.840000000000000000e+02,9.873667496123333720e+00
2.850000000000000000e+02,9.274905904679329183e+00
2.860000000000000000e+02,8.712454574192490142e+00
2.870000000000000000e+02,8.184111568083025645e+00
2.880000000000000000e+02,7.687808480199552541e+00
2.890000000000000000e+02,7.221602337231060709e+00
2.900000000000000000e+02,6.783667992174986061e+00
2.910000000000000000e+02,6.372290979082613660e+00
2.920000000000000000e+02,5.985860801108941587e+00
2.930000000000000000e+02,5.622864625590419330e+00
2.940000000000000000e+02,5.281881361467477554e+00
2.950000000000000000e+02,4.961576095865569691e+00
2.960000000000000000e+02,4.660694868054584106e+00
2.970000000000000000e+02,4.378059760327190908e+00
2.980000000000000000e+02,4.722237252435474488e+02
2.990000000000000000e+02,4.412424350824714452e+02
3.000000000000000000e+02,4.122937415249434139e+02
3.010000000000000000e+02,3.852442915397862748e+02
3.020000000000000000e+02,3.599694810186998097e+02
3.030000000000000000e+02,3.363528807836723900e+02
3.040000000000000000e+02,3.142857002524562517e+02
3.050000000000000000e+02,2.936662862914646439e+02
3.060000000000000000e+02,2.743996549475414781e+02
3.070000000000000000e+02,2.563970539015131180e+02
3.080000000000000000e+02,2.395755536279489206e+02
3.090000000000000000e+02,2.238576653777983267e+02
3.100000000000000000e+02,2.091709842241275226e+02
3.110000000000000000e+02,1.954478555266371416e+02
3.120000000000000000e+02,1.826250632785182120e+02
3.130000000000000000e+02,1.706435389000076555e+02
3.140000000000000000e+02,1.594480891371916016e+02
3.150000000000000000e+02,1.489871418126142260e+02
3.160000000000000000e+02,1.392125082564849379e+02
3.170000000000000000e+02,1.300791613241151765e+02
3.180000000000000000e+02,1.215450279770171420e+02
3.190000000000000000e+02,1.135707954721806772e+02
3.200000000000000000e+02,1.061197302667356155e+02
3.210000000000000000e+02,9.915750880377710530e+01
3.220000000000000000e+02,9.265205939986400097e+01
3.230000000000000000e+02,8.657341450584050335e+01
3.240000000000000000e+02,8.089357266041599814e+01
3.250000000000000000e+02,7.558636950058773607e+01
3.260000000000000000e+02,7.062735723471257643e+01
3.270000000000000000e+02,6.599369202301640769e+01
3.280000000000000000e+02,6.166402874675622314e+01
3.290000000000000000e+02,5.761842268128612687e+01
3.300000000000000000e+02,5.383823762008066893e+01
3.310000000000000000e+02,5.030606002648682562e+01
3.320000000000000000e+02,4.700561881774137873e+01
3.330000000000000000e+02,4.392171041173678248e+01
3.340000000000000000e+02,4.104012869126103880e+01
3.350000000000000000e+02,3.834759956308964490e+01
3.360000000000000000e+02,3.583171981047428289e+01
3.370000000000000000e+02,3.348089995735034563e+01
3.380000000000000000e+02,3.128431088106525593e+01
3.390000000000000000e+02,2.923183392769804811e+01
3.400000000000000000e+02,2.731401430017442777e+01
3.410000000000000000e+02,2.552201750445848560e+01
3.420000000000000000e+02,2.384758865318913124e+01
3.430000000000000000e+02,2.228301443929213477e+01
3.440000000000000000e+02,2.082108760439813011e+01
3.450000000000000000e+02,1.945507373838927734e+01
3.460000000000000000e+02,1.817868025713565316e+01
3.470000000000000000e+02,1.698602741551639639e+01
3.480000000000000000e+02,1.587162122219628557e+01
3.490000000000000000e+02,1.483032813138863837e+01
3.500000000000000000e+02,1.385735139502167002e+01
3.510000000000000000e+02,1.294820896637360264e+01
3.520000000000000000e+02,3.989452833615804366e+02
3.530000000000000000e+02,3.751991131459730013e+02
3.540000000000000000e+02,3.528663713463059253e+02
3.550000000000000000e+02,3.318629273483011275e+02
3.560000000000000000e+02,3.121096581915378465e+02
3.570000000000000000e+02,2.935321505020082782e+02
3.580000000000000000e+02,2.760604201663558683e+02
3.590000000000000000e+02,2.596286486917675234e+02
3.600000000000000000e+02,2.441749352583514110e+02
3.610000000000000000e+02,2.296410635299455691e+02
3.620000000000000000e+02,2.159722823449006626e+02
3.630000000000000000e+02,2.031170994606677596e+02
3.640000000000000000e+02,1.910270875751983226e+02
3.650000000000000000e+02,1.796567018944103893e+02
3.660000000000000000e+02,1.689631085584723564e+02
3.670000000000000000e+02,1.589060232805617545e+02
3.680000000000000000e+02,1.494475595902277973e+02
3.690000000000000000e+02,1.405520861096696876e+02
3.700000000000000000e+02,1.321860923252690725e+02
3.710000000000000000e+02,1.243180623487198915e+02
3.720000000000000000e+02,1.169183561921951195e+02
3.730000000000000000e+02,1.099590981102978446e+02
3.740000000000000000e+02,1.034140715881638499e+02
3.750000000000000000e+02,9.725862058012208422e+01
3.760000000000000000e+02,9.146955662686424660e+01
3.770000000000000000e+02,8.602507150122100654e+01
3.780000000000000000e+02,8.090465505346882935e+01
3.790000000000000000e+02,7.608901794667933416e+01
3.800000000000000000e+02,7.156001899104397523e+01
3.810000000000000000e+02,6.730059680343208584e+01
3.820000000000000000e+02,6.329470553473444738e+01
3.830000000000000000e+02,5.952725442286777024e+01
3.840000000000000000e+02,5.598405094372792234e+01
3.850000000000000000e+02,5.265174734593327344e+01
3.860000000000000000e+02,4.951779036794712141e+01
3.870000000000000000e+02,4.657037394815626641e+01
3.880000000000000000e+02,4.379839474975798908e+01
3.890000000000000000e+02,4.119141033291131748e+01
3.900000000000000000e+02,3.873959981658116902e+01
3.910000000000000000e+02,3.643372688188277664e+01
3.920000000000000000e+02,3.426510497755508311e+01
3.930000000000000000e+02,3.222556459648678384e+01
3.940000000000000000e+02,3.030742250002122873e+01
3.950000000000000000e+02,2.850345277410381684e+01
3.960000000000000000e+02,2.680685960823615588e+01
3.970000000000000000e+02,3.616733074518862168e+02
3.980000000000000000e+02,3.399720646697477378e+02
3.990000000000000000e+02,3.195729471166101803e+02
4.000000000000000000e+02,3.003978242388909621e+02
4.010000000000000000e+02,2.823732534986198743e+02
4.020000000000000000e+02,2.654301990815584986e+02
4.030000000000000000e+02,2.495037674834883887e+02
4.040000000000000000e+02,2.345329589619396415e+02
4.050000000000000000e+02,2.204604339013960157e+02
4.060000000000000000e+02,2.072322931971328330e+02
4.070000000000000000e+02,1.947978718165377643e+02
4.080000000000000000e+02,1.831095447472337696e+02
4.090000000000000000e+02,1.721225445887684202e+02
4.100000000000000000e+02,1.617947900892267796e+02
4.110000000000000000e+02,1.520867249700486639e+02
4.120000000000000000e+02,1.429611664217324858e+02
4.130000000000000000e+02,1.343831626901509537e+02
4.140000000000000000e+02,1.263198592080200910e+02
4.150000000000000000e+02,1.187403727587927733e+02
4.160000000000000000e+02,1.116156731910123199e+02
4.170000000000000000e+02,1.049184722300810080e+02
4.180000000000000000e+02,9.862311896158209379e+01
4.190000000000000000e+02,9.270550158584657652e+01
4.200000000000000000e+02,8.714295506747511411e+01
4.210000000000000000e+02,8.191417432610442972e+01
4.220000000000000000e+02,7.699913263593025192e+01
4.230000000000000000e+02,7.237900492144942177e+01
4.240000000000000000e+02,6.803609565563658634e+01
4.250000000000000000e+02,6.395377108439854652e+01
4.260000000000000000e+02,6.011639551771956747e+01
4.270000000000000000e+02,5.650927144348678866e+01
4.280000000000000000e+02,5.311858323462578824e+01
4.290000000000000000e+02,4.993134423393952659e+01
4.300000000000000000e+02,2.802363732401843208e+02
4.310000000000000000e+02,2.633348886480607689e+02
4.320000000000000000e+02,2.474527584606310029e+02
4.330000000000000000e+02,2.325285038535523938e+02
4.340000000000000000e+02,2.185043538844761883e+02
4.350000000000000000e+02,2.053260218650092952e+02
4.360000000000000000e+02,1.929424952200254211e+02
4.370000000000000000e+02,1.813058380208823905e+02
4.380000000000000000e+02,1.703710054281638691e+02
4.390000000000000000e+02,1.600956693256632377e+02
4.400000000000000000e+02,1.504400544706484197e+02
4.410000000000000000e+02,1.413667845261554135e+02
4.420000000000000000e+02,1.328407373793096724e+02
4.430000000000000000e+02,1.248289091856211428e+02
4.440000000000000000e+02,1.173002866129756399e+02
4.450000000000000000e+02,1.102257267907869362e+02
4.460000000000000000e+02,1.035778444995991663e+02
4.470000000000000000e+02,9.733090616445690557e+01
4.480000000000000000e+02,9.146073024169734822e+01
4.490000000000000000e+02,8.594459361356761917e+01
4.500000000000000000e+02,8.076114362832586835e+01
4.510000000000000000e+02,7.589031544533861506e+01
4.520000000000000000e+02,7.131325436522163841e+01
4.530000000000000000e+02,6.701224284436901257e+01
4.540000000000000000e+02,6.297063191134780169e+01
4.550000000000000000e+02,5.917277671967451624e+01
4.560000000000000000e+02,5.560397598750269310e+01
4.570000000000000000e+02,5.225041508979541760e+01
4.580000000000000000e+02,4.909911258269601575e+01
4.590000000000000000e+02,4.613786995309584427e+01
4.600000000000000000e+02,4.335522439888258361e+01
4.610000000000000000e+02,4.074040445708389058e+01
4.620000000000000000e+02,3.828328830814585615e+01
4.630000000000000000e+02,3.597436459494398520e+01
4.640000000000000000e+02,3.380469560485983038e+01
4.650000000000000000e+02,3.176588267240270724e+01
4.660000000000000000e+02,2.985003366845252515e+01
4.670000000000000000e+02,2.804973245027584383e+01
4.680000000000000000e+02,2.635801015405843373e+01
4.690000000000000000e+02,2.476831821882904450e+01
4.700000000000000000e+02,2.327450303735164638e+01
4.710000000000000000e+02,2.187078213586117315e+01
4.720000000000000000e+02,2.055172179043581338e+01
4.730000000000000000e+02,1.931221599336017647e+01
4.740000000000000000e+02,1.814746668805931051e+01
4.750000000000000000e+02,1.705296519609407113e+01
4.760000000000000000e+02,1.602447476432283580e+01
