,Values
368,2.1510854646893818
369,1.9424144589390497
370,1.7539860652818375
371,1.5838366024536454
372,1.4301928806195083
373,1.2914537223132472
374,1.1661732759809906
375,1.05304594823288
376,0.9508927977764435
377,0.8586492492378408
378,0.7753539988322041
379,0.7001389962650133
380,0.6322203984622314
381,0.5708904008547029
382,0.5155098610876494
383,0.4655016382842345
384,0.4203445784492244
385,0.379568083332437
386,0.3427472061521142
387,0.30949822306895897
388,0.2794746342595454
389,0.2523635529148222
390,0.22788244453214465
391,0.20577618251980126
392,0.18581438942941314
393,0.167789036108215
394,0.15151227375110624
395,0.13681447625949034
396,0.123542472505611
397,0.1115579500801614
398,0.10073601388803799
399,14.950550056524747
400,13.227514773147428
401,11.703057507069712
402,10.354292349143327
403,9.160970967352984
404,8.105178628805836
405,7.1710652548692435
406,6.344607471923093
407,5.6133980855144685
408,4.966459817396166
409,4.394080509177025
410,3.887667318579507
411,3.4396177194263324
412,3.043205368743963
413,2.6924791275632423
414,2.382173719467318
415,2.107630685648636
416,1.8647284498130747
417,1.6498204430308634
418,1.4596803596338137
419,1.2914537223132472
420,1.142615029289805
421,1.0109298402271902
422,0.8944212317047728
423,0.7913401186619424
424,0.7001389962650136
425,0.619448707996555
426,0.5480578911981623
427,0.484894791492966
428,0.429011173076957
429,0.379568083332437
430,0.33582325805490376
431,0.2971199782143873
432,0.2628772109634082
433,0.2325808868834723
434,0.20577618251980126
435,0.1820606923458748
436,0.16107838765193197
437,0.1425142716652642
438,0.12608965066231295
439,0.1115579500801614
440,0.098701012816808
441,0.08732582414846755
442,0.07726161409673456
443,0.06835729374490528
444,0.06047918701616611
445,0.053509023861978235
446,0.04734216473340524
447,0.04188602968026593
448,0.03705870849497007
449,2.718281828459045
450,25.861696346257276
451,24.325823430447777
452,22.88116284587651
453,21.522297679930265
454,20.244132719286515
455,19.041875344854667
456,17.911017561327434
457,16.847319093960184
458,15.84679148919777
459,14.905683159532398
460,14.020465316516594
461,13.187818739185612
462,12.404621328275969
463,11.66793639957333
464,10.975001672494379
465,10.32321891261415
466,9.710144189302312
467,9.133478711938423
468,8.591060210345471
469,8.080854827121728
470,7.600949491470347
471,7.1495447459314985
472,6.72494799912013
473,6.325567179169754
474,5.949904764085127
475,5.596552166620006
476,5.26418445262546
477,4.951555373064599
478,4.657492691065725
479,4.380893786492175
480,4.120721521547722
481,3.876000351915153
482,3.6458126688463235
483,3.429295358487966
484,3.225636565542037
485,3.034072649125636
486,2.8538853194161207
487,2.6843989443449856
488,2.524978016241647
489,2.375024768928032
490,2.2339769363290234
491,2.101305644194416
492,1.9765134270271578
493,1.8591323627821528
494,1.7487223183414582
495,1.644869299187093
496,1.5471838970833898
497,1.4552998299482944
498,1.368872568438698
499,1.2875780441000482
500,25.861696346257276
501,23.8344095375521
502,21.966040834980554
503,20.244132719286515
504,18.657204210576154
505,17.19467431783408
506,15.84679148919777
507,14.604568592593337
508,13.459722993210251
509,12.404621328275969
510,11.432228610911313
511,10.536061323711824
512,9.710144189302312
513,8.94897032962831
514,8.247464548342814
515,7.600949491470349
516,7.005114460721402
517,6.455986671517211
518,5.949904764085127
519,5.483494391007357
520,5.0536457184508565
521,4.657492691065725
522,4.2923939222989675
523,3.955915082707987
524,3.6458126688463235
525,3.3600190444991718
526,3.0966286545297566
527,2.8538853194161207
528,2.630170525763501
529,2.4239926347181924
530,2.2339769363290243
531,2.0588564835429928
532,1.8974636447198783
533,1.7487223183414582
534,1.6116407580061853
535,1.4853049598693253
536,1.368872568438698
537,1.261567260092374
538,1.1626735668698978
539,1.071532106024208
540,0.9875351835268433
541,0.9101227422124147
542,0.8387786275462155
543,0.7730271461166393
544,0.7124298939058399
545,0.6565828331908317
546,0.6051135985850097
547,0.5576790142578667
548,0.5139628057787468
549,0.47367349132814446
550,25.861696346257276
551,23.352922856979635
552,21.08751872508033
553,19.041875344854667
554,17.19467431783408
555,15.526665285952147
556,14.020465316516594
557,12.660377748304777
558,11.432228610911313
559,10.32321891261415
560,9.321791257396782
561,8.417509401093817
562,7.600949491470347
563,6.863601858808237
564,6.197782333523042
565,5.596552166620004
566,5.053645718450856
567,4.563405162189518
568,4.120721521547722
569,3.7209814282629723
570,3.3600190444991718
571,3.034072649125636
572,2.739745435444218
573,2.473970111823322
574,2.2339769363290234
575,2.017264852230525
576,1.8215754235724577
577,1.6448692991870923
578,1.4853049598693249
579,1.3412195272309502
580,1.2111114342362899
581,1.0936247768224678
582,0.987535183526843
583,0.8917370558638207
584,0.8052320464783319
585,0.7271186550026028
586,0.6565828331908313
587,0.5928895014244352
588,0.5353748881782733
589,0.48343961261461094
590,0.43654243821600613
591,0.39419463236144414
592,0.35595487306479395
593,0.3214246497968458
594,0.2902441104612124
595,0.2620883112439101
596,0.2366638302549271
597,0.21370570967130229
598,0.19297469451466437
599,0.1742547392875238
600,2.505196931807418
601,29.418637944698368
602,26.028170639082663
603,23.02845115027813
604,20.37444620039713
605,18.02631254980705
606,15.948798850640532
607,14.110716436064202
608,12.484471100531543
609,11.045648841872747
610,9.772649346176161
611,8.646361713154453
612,7.6498775538237345
613,6.768237153375591
614,5.988204888513076
615,5.298070527704214
616,4.687473431373844
617,4.147247012839761
618,3.6692811249635837
619,3.246400306596403
620,2.8722560609944585
621,2.5412315490349173
622,2.248357266439018
623,1.9892364391072155
624,1.7599790165640403
625,1.5571432725895162
626,1.3776841363168382
627,1.2189074781170854
628,1.0784296639879913
629,0.9541417712571743
630,0.8441779283882117
631,0.7468873035910016
632,0.6608093217155316
633,0.5846517373727679
634,0.5172712351054621
635,0.45765626536902076
636,0.4049118586476526
637,0.3582461897277779
638,0.3169586904248974
639,0.2804295323062753
640,0.2481103215188542
641,0.21951586602853565
642,0.1942168916765368
643,0.17183359770264717
644,0.15202995498770167
645,0.13450866141765316
646,0.11900667863667018
647,0.10529128318477918
648,0.09315657273776982
649,0.0824203749993038
650,33.25075244518793
651,28.824342444797725
652,24.987185440226273
653,21.660838835091663
654,18.777302476191434
655,16.277628533534717
656,14.110716436064202
657,12.232268228065703
658,10.603882990726474
659,9.19227181619764
660,7.968577285958199
661,6.907783541648445
662,5.988204888513076
663,5.1910424770279855
664,4.5
665,3.9009505488758176
666,3.381647818838787
667,2.9314757588897504
668,2.5412315490349173
669,2.2029374680062896
670,1.9096778055462755
671,1.6554574852714905
672,1.4350795079578669
673,1.2440387098330399
674,1.0784296639879913
675,0.934866842146204
676,0.810415404665786
677,0.7025312039218702
678,0.6090087745647572
679,0.5279362474241287
680,0.45765626536902076
681,0.3967321021306087
682,0.34391829145845654
683,0.2981351661851775
684,0.2584467867042782
685,0.22404180765538775
686,0.1942168916765368
687,0.16836233115256466
688,0.14594958402657993
689,0.12652046887037421
690,0.10967779832975828
691,0.0950772594653248
692,0.0824203749993038
693,0.07144840157601891
694,0.061937040298726806
695,0.053691851410902686
696,0.046544279384782124
697,0.04034820715846563
698,0.034976969080215914
699,0.030320761495884602
700,27.76656100199093
701,25.589952704964418
702,23.583967758749893
703,21.73523107519661
704,20.03141603333135
705,18.46116229048532
706,17.014000036170074
707,15.680280183658205
708,14.451110033814889
709,13.318293982212777
710,12.274278874189713
711,11.312103643498995
712,10.425352898763336
713,9.608114148265908
714,8.854938377870944
715,8.16080371922343
716,7.52108196598244
717,6.93150771483193
718,6.3881499255138845
719,5.88738571025778
720,5.425876177844906
721,5.000544171245713
722,4.608553750393792
723,4.24729128329603
724,3.914348019402181
725,3.607504029040209
726,3.324713401832091
727,3.0640906053992136
728,2.8238979134027256
729,2.6025338190941985
730,2.39852235712286
731,2.210503262401592
732,2.037222900415011
733,1.8775259084966465
734,1.7303474923426623
735,1.5947063263984174
736,1.4696980107805568
737,1.3544890411080452
738,1.2483112510354524
739,1.1504566904335656
740,1.0602729050671384
741,0.9771585862965835
742,0.9005595617976068
743,0.8299651005665357
744,0.7649045075746261
745,0.704943985365897
746,0.6496837416729051
747,0.5987553237652254
748,0.5518191617571635
749,2.3088156648919225
750,2.1278286376490385
751,1.961029102516639
752,1.8073049083342154
753,1.6656310849732698
754,1.53506300925521
755,1.4147301065898856
756,1.3038300463398624
757,1.201623392207494
758,1.107428671975758
759,1.0206178337299034
760,0.9406120582638515
761,0.8668778997501817
762,0.7989237289412773
763,0.7362964551863368
764,0.678578505408009
765,0.6253850398956968
766,0.5763613863515786
767,0.5311806750806152
768,0.48954165955695317
769,0.4511667078351542
770,0.4157999514137984
771,0.3832055792088429
772,0.3531662652616454
773,0.32548171969825207
774,0.2999673532783388
775,0.27645304662956444
776,0.2547820159610916
777,0.2348097676933178
778,0.21640313503371345
779,0.19943939007505057
780,0.18380542549585277
781,0.1693970004069815
782,0.15611804531597115
783,0.14388002157489863
784,0.13260133104084862
785,0.12220677201283016
786,0.11262703781755552
787,0.1037982547008551
788,0.09566155594357824
789,0.08816268936235745
790,0.08125165557821261
791,0.07488237464111723
792,0.06901237878771585
793,0.06360252928362682
794,0.05861675546234995
795,0.05402181422079769
796,0.049787068367863944
797,2.718281828459045
798,2.4545886315272774
799,2.2164756012213935
800,2.0014612744918288
801,1.8073049083342154
802,1.6319831281863164
803,1.473668841601061
804,1.33071219744735
805,1.2016233922074937
806,1.0850571441894163
807,0.9797986738537043
808,0.8847510441513587
809,0.7989237289412772
810,0.7214222903547562
811,0.6514390575310556
812,0.588244709583712
813,0.5311806750806151
814,0.4796522688300443
815,0.4331224944486033
816,0.3911064481253421
817,0.3531662652616454
818,0.31890655732397044
819,0.28797029135520824
820,0.26003506920354696
821,0.23480976769331768
822,0.2120315047238165
823,0.19146289967870544
824,0.172889599595717
825,0.15611804531597107
826,0.14097345433312802
827,0.12729799932091151
828,0.11494916335676936
829,0.10379825470085506
830,0.09372906565229988
831,0.08463666150622445
832,0.07642628699076807
833,0.06901237878771582
834,0.06231767384583894
835,0.056272404194356175
836,0.05081356986537189
837,0.045884282348149494
838,0.04143317173311721
839,0.03741385136723659
840,0.03378443444171148
841,0.03050709747422091
842,0.027547686136564768
843,0.024875359319907336
844,0.02246226772829291
845,0.020283263650938434
846,0.01831563888873418
847,2.718281828459045
848,2.4050026860268052
849,2.1278286376490385
850,1.8825986089351503
851,1.6656310849732698
852,1.473668841601061
853,1.3038300463398624
854,1.1535649948951079
855,1.0206178337299034
856,0.9029926940720302
857,0.7989237289412772
858,0.7068486033780922
859,0.6253850398956968
860,0.5533100670443569
861,0.48954165955695317
862,0.4331224944486033
863,0.3832055792088429
864,0.33904153632964995
865,0.2999673532783388
866,0.26539642902432975
867,0.23480976769331768
868,0.20774818714360088
869,0.18380542549585277
870,0.16262204212814052
871,0.14388002157489863
872,0.12729799932091157
873,0.11262703781755547
874,0.09964688930875677
875,0.08816268936235745
876,0.07800203146853764
877,0.06901237878771582
878,0.06105877419180068
879,0.05402181422079769
880,0.047795856538801494
881,0.04228743397881315
882,0.03741385136723659
883,0.03310194406288633
884,0.02928697957307854
885,0.025911685757320762
886,0.022925391029511445
887,0.020283263650938434
888,0.01794563869396509
889,0.015877422572448646
890,0.014047566199406284
891,0.01242859886271005
892,0.01099621582112111
893,0.009728913429450588
894,0.008607666315164589
895,0.007615641760048351
896,0.006737946999085467
897,7.38905609893065
898,6.950235265842222
899,6.53747509882186
900,6.149227908551504
901,5.784037919796147
902,5.440535812815619
903,5.1174335889506954
904,4.813519741131481
905,4.527654711199363
906,4.258766617009257
907,4.0058472332904556
908,3.7679482111958893
909,3.5441775223645626
910,3.3336961141638084
911,3.1357147635698226
912,2.949491117889757
913,2.774326911229232
914,2.6095653462681208
915,2.4545886315272774
916,2.3088156648919225
917,2.1716998547058135
918,2.0427270702661424
919,1.9214137140343228
920,1.8073049083342154
921,1.6999727897386077
922,1.599014904748573
923,1.5040527007501314
924,1.4147301065898854
925,1.3307121974473501
926,1.2516839389977643
927,1.177349006156492
928,1.107428671975758
929,1.041660762527521
930,0.9797986738537046
931,0.9216104472977248
932,0.8668778997501817
933,0.815395805547463
934,0.7669711269557101
935,0.7214222903547562
936,0.6785785054080091
937,0.6382791246654352
938,0.6003730411984045
939,0.5647181220077594
940,0.5311806750806151
941,0.4996349480975595
942,0.469962656910598
943,0.44205254202382566
944,0.4157999514137984
945,0.3911064481253423
946,0.36787944117144233
947,7.38905609893065
948,6.809831296443457
949,6.276011667137301
950,5.784037919796147
951,5.33062977445033
952,4.912764090809738
953,4.527654711199363
954,4.172733883598096
955,3.8456351409172145
956,3.5441775223645626
957,3.266351031688947
958,3.0103032353462353
959,2.774326911229232
960,2.556848665608088
961,2.356418442383661
962,2.171699854705814
963,2.001461274491829
964,1.8445676204334889
965,1.6999727897386077
966,1.5667126831449592
967,1.4438987767002447
968,1.3307121974473501
969,1.2263982635139907
970,1.130261452202282
971,1.041660762527521
972,0.9600054412854777
973,0.8847510441513591
974,0.815395805547463
975,0.751477293075286
976,0.6925693242051978
977,0.6382791246654356
978,0.5882447095837122
979,0.5421324699199652
980,0.4996349480975595
981,0.46046878800176727
982,0.4243728456769501
983,0.3911064481253423
984,0.3604477885978211
985,0.33219244767711364
986,0.3061520302926309
987,0.2821529095790981
988,0.2600350692035471
989,0.23965103644177585
990,0.22086489889046837
991,0.20355139825881138
992,0.18759509519738046
993,0.17288959959571706
994,0.15933686121653334
995,0.1468465159367848
996,0.1353352832366127
997,7.38905609893065
998,6.672263673422753
999,6.025005350022951
1000,5.440535812815619
1001,4.912764090809738
1002,4.436190081700613
1003,4.0058472332904556
1004,3.617250785229936
1005,3.266351031688947
1006,2.949491117889757
1007,2.663368930684795
1008,2.405002686026805
1009,2.1716998547058135
1010,1.961029102516639
1011,1.770794952435155
1012,1.5990149047485727
1013,1.4438987767002445
1014,1.3038300463398624
1015,1.177349006156492
1016,1.0631375509322778
1017,0.9600054412854777
1018,0.8668778997501817
1019,0.7827844101269195
1020,0.7068486033780921
1021,0.6382791246654352
1022,0.5763613863515786
1023,0.5204501210207022
1024,0.4699626569105978
1025,0.42437284567694994
1026,0.3832055792088429
1027,0.34603183835322565
1028,0.31246422194927653
1029,0.282152909579098
1030,0.2547820159610916
1031,0.23006629899380912
1032,0.2077481871436008
1033,0.18759509519738038
1034,0.1693970004069815
1035,0.15296425376522094
1036,0.13812560360417456
1037,0.12472641091885889
1038,0.11262703781755547
1039,0.10170139230422684
1040,0.09183561422767024
1041,0.08292688870320354
1042,0.07488237464111716
1043,0.06761823721569346
1044,0.061058774191800655
1045,0.05513562700418982
1046,0.049787068367863944
1047,7.38905609893065
1048,6.53747509882186
1049,5.784037919796147
1050,5.1174335889506954
1051,4.527654711199363
1052,4.0058472332904556
1053,3.5441775223645626
1054,3.1357147635698226
1055,2.774326911229232
1056,2.4545886315272774
1057,2.1716998547058135
1058,1.9214137140343228
1059,1.6999727897386077
1060,1.5040527007501314
1061,1.3307121974473501
1062,1.177349006156492
1063,1.041660762527521
1064,0.9216104472977248
1065,0.815395805547463
1066,0.7214222903547562
1067,0.6382791246654352
1068,0.5647181220077594
1069,0.4996349480975595
1070,0.44205254202382566
1071,0.3911064481253423
1072,0.3460318383532258
1073,0.3061520302926307
1074,0.27086832847046344
1075,0.23965103644177585
1076,0.2120315047238165
1077,0.18759509519738038
1078,0.1659749563535559
1079,0.1468465159367848
1080,0.12992260830505953
1081,0.11494916335676936
1082,0.10170139230422684
1083,0.08998041303281169
1084,0.07961026438395064
1085,0.07043526453886609
1086,0.062317673845838965
1087,0.05513562700418982
1088,0.04878130356189681
1089,0.04315930926145262
1090,0.038185243933921593
1091,0.03378443444171148
1092,0.029890813648367372
1093,0.026445928585926707
1094,0.02339806292995093
1095,0.020701460608393295
1096,0.01831563888873418
1097,7.38905609893065
1098,6.405409432177272
1099,5.552707875605838
1100,4.813519741131481
1101,4.172733883598096
1102,3.617250785229937
1103,3.1357147635698226
1104,2.718281828459045
1105,2.356418442383661
1106,2.0427270702661424
1107,1.7707949524351554
1108,1.53506300925521
1109,1.3307121974473501
1110,1.1535649948951079
1111,1.0
1112,0.8668778997501817
1113,0.751477293075286
1114,0.6514390575310557
1115,0.5647181220077594
1116,0.4895416595569533
1117,0.4243728456769501
1118,0.36787944117144233
1119,0.31890655732397044
1120,0.27645304662956444
1121,0.23965103644177585
1122,0.20774818714360088
1123,0.18009231214795243
1124,0.15611804531597115
1125,0.1353352832366127
1126,0.11731916609425083
1127,0.10170139230422684
1128,0.0881626893623575
1129,0.07642628699076812
1130,0.06625225915226167
1131,0.05743261926761737
1132,0.049787068367863944
1133,0.04315930926145262
1134,0.03741385136723659
1135,0.03243324089479554
1136,0.028115659748972045
1137,0.02437284407327962
1138,0.02112827988118329
1139,0.01831563888873418
1140,0.015877422572448646
1141,0.013763786733050402
1142,0.011931522535756153
1143,0.01034317319661825
1144,0.008966268257436806
1145,0.0077726597956035365
1146,0.006737946999085467
1147,20.085536923187668
1148,18.511040667993953
1149,17.05996846997628
1150,15.722645172499927
1151,14.490154050131071
1152,13.354277355554233
1153,12.307441526990214
1154,11.34266669078005
1155,10.453520122438803
1156,9.634073355876593
1157,8.878862654808518
1158,8.182852582793142
1159,7.54140242899933
1160,6.950235265842224
1161,6.405409432177272
1162,5.903292251913963
1163,5.44053581281562
1164,5.014054643988294
1165,4.621005143221287
1166,4.258766617009257
1167,3.9249238068385197
1168,3.617250785229937
1169,3.333696114163809
1170,3.0723691669291946
1171,2.8315275221973533
1172,2.6095653462681208
1173,2.405002686026806
1174,2.216475601221394
1175,2.0427270702661424
1176,1.8825986089351503
1177,1.735022546062799
1178,1.5990149047485733
1179,1.4736688416010615
1180,1.358148600276674
1181,1.2516839389977643
1182,1.153564994895108
1183,1.0631375509322782
1184,0.9797986738537046
1185,0.9029926940720302
1186,0.8322075006903016
1187,0.7669711269557105
1188,0.7068486033780923
1189,0.6514390575310557
1190,0.6003730411984045
1191,0.5533100670443571
1192,0.509936338383084
1193,0.469962656910598
1194,0.4331224944486034
1195,0.39917021584348367
1196,0.36787944117144233
1197,20.085536923187668
1198,18.13709309815247
1199,16.37766255933592
1200,14.788909637057358
1201,13.354277355554233
1202,12.058814886677025
1203,10.889021741836384
1204,9.832707078469747
1205,8.878862654808518
1206,8.017548108961082
1207,7.239787366762877
1208,6.537475098821858
1209,5.903292251913961
1210,5.33062977445033
1211,4.813519741131481
1212,4.346573159013216
1213,3.924923806838519
1214,3.5441775223645626
1215,3.2003664091895088
1216,2.8899074858516633
1217,2.6095653462681208
1218,2.356418442383661
1219,2.127828637649038
1220,1.9214137140343224
1221,1.7350225460627982
1222,1.5667126831449592
1223,1.4147301065898856
1224,1.2774909503344107
1225,1.1535649948951077
1226,1.041660762527521
1227,0.9406120582638511
1228,0.8493658165683122
1229,0.7669711269557101
1230,0.6925693242051978
1231,0.6253850398956968
1232,0.5647181220077591
1233,0.5099363383830838
1234,0.46046878800176727
1235,0.41579995141379816
1236,0.37546431832216487
1237,0.33904153632964995
1238,0.3061520302926307
1239,0.27645304662956444
1240,0.24963508136045096
1241,0.22541865465256386
1242,0.20355139825881122
1243,0.1838054254958527
1244,0.16597495635355583
1245,0.14987417298618502
1246,0.1353352832366127
1247,20.085536923187668
1248,17.770699765130956
1249,15.722645172499927
1250,13.91062673319063
1251,12.307441526990214
1252,10.889021741836384
1253,9.634073355876593
1254,8.5237564610426
1255,7.54140242899933
1256,6.672263673422753
1257,5.903292251913961
1258,5.222943983811504
1259,4.621005143221287
1260,4.088439125493832
1261,3.617250785229937
1262,3.2003664091895088
1263,2.8315275221973533
1264,2.5051969318074176
1265,2.216475601221394
1266,1.961029102516639
1267,1.7350225460627982
1268,1.5350630092552102
1269,1.358148600276674
1270,1.2016233922074937
1271,1.0631375509322782
1272,0.9406120582638515
1273,0.8322075006903012
1274,0.7362964551863366
1275,0.6514390575310557
1276,0.5763613863515786
1277,0.5099363383830838
1278,0.4511667078351542
1279,0.39917021584348367
1280,0.3531662652616456
1281,0.31246422194927653
1282,0.27645304662956444
1283,0.24459212166433147
1284,0.21640313503371336
1285,0.19146289967870544
1286,0.16939700040698158
